,id,title,focus_sentence,aspect_politics,aspect_humanity,aspect_science,aspect_economy
262,hxxntu-15,"CMV: If you truly believe that climate change is an existential threat but you still live like a first world citizen, you either selfishly don't think it will significantly affect you, or you are a hypocrite.","Only those who believe in man-made climate change being an existential threat, produce excessive CO2 emissions",,,,
365,hxxntu-fza2zvd-fza2zvd-0,"CMV: If you truly believe that climate change is an existential threat but you still live like a first world citizen, you either selfishly don't think it will significantly affect you, or you are a hypocrite.",I'll give a !delta for pointing out that being able to embrace new technology is more important than reducing emissions.,,,,
298,cj1uik-9,CMV: Humanity can never cope with climate change and global warming and the oncoming disasters with them because humanity can never be united to work together and sort out the mess that is responsible for causing these disasters.,"Because reaching to such power, in itself, at first, requires some ruthless selfishness and the capability to deceive and lie, to fool the mass of insane and stupid people we have in our society.",,,,
276,ek2e4n-5,CMV: Avoiding a climate change apocalypse by 2050 is essentially impossible.,"Recently, after reading expert opinions and attempting to muscle through some scholarly articles and papers, there seems to be a consensus that under current trends, by 2050 we will reach the ""point of no return"" of 3.5C increase globally, triggering a cascade of effects which will cause catastrophic consequences to human life (and much of the rest of the life on earth).",,,,
191,paqlx8-ha8nbqx-ha8midc-2,CMV: Everyday people will have to make sacrifices/change their lifestyle for our society as a whole to combat climate change,"This would be a structural way to cause changes in how goods/services/energy are produced and marketed which would not have any direct impact on average ""everyday people"" because the extra costs they see would on average be refunded to them.",,,,
349,5re4lh-dd6ydle-dd6n0gc-19,"CMV: Even if climate change is not real or man-caused, all of the acts being recommended to counter it should happen anyway.","Even if politics prevent any other option but renewable inventions  (which is not realistic), you will be comparing the cost of debt with the benefits of renewables.",,,,
196,j9xaq0-g8mqqhr-g8mcjjs-0,"CMV: Human civilization is not going to last much longer, due to climate change and related crises","while it is undeniable that we are using up resources and wracking more and more destruction to the environment, it's also true that the human race has the capability to find and execute solutions to these kinds of problems.",,,,
460,qps0qw-hjxm12x-hjxm12x-5,"CMV: The current pushback on the traditional Climate Change narrative where people are pointing out that the vast majority of global carbon emissions are caused by large corporations, while true, is counterproductive buck-passing and is not an effective reaction or tactic to address climate change.","Commerce has historically proven again and again to be the real prime mover of world events, regardless of political systems and attitudes, and the only things that really change what companies do are changes in the market.",,,,
1,f0y5af-fh0f5n6-fh00c1j-1,CMV: Trump supporters follow Trump's call on Climate change blindly and won't use real facts to answer questions.,It shows that a majority of even conservative Republicans say that human activity is contributing at least some to climate change.,,,,
167,5re4lh-dd6ydle-dd6lvlf-7,"CMV: Even if climate change is not real or man-caused, all of the acts being recommended to counter it should happen anyway.","If you invest in renewables, you can't invest in better healthcare, building the world biggest Trump Statue, or a variety of other projects.",,,,
328,blfh5d-emp7pg5-emp6oo4-10,CMV: you can't have a serious plan to reverse climate change without nuclear energy being a central power source,"Then if any renewables are nearby, the marginal cost of electricity drops to $0 when it's windy and you operate at a loss and never make up the initial investment.",,,,
312,a0w0rw-eal84cb-eakw13j-9,CMV: Climate change deniers have as much science comprehension as Flat-Earthers,"If you look for scholarly articles about converting greenhouse gasses to solid, and stuff like that, you will see there's plenty of plausible solutions.",,,,
105,a2qerv-eb0l659-eb0cg2w-10,CMV: People should be changing their lifestyles instead of calling for government action when it comes to preventing pollution and slowing climate change.,"We don't require this for other issues of public health and safety, such as food safety, consumer product safety, etc.",,,,
194,gwoiuj-fsw8r22-fsw8r22-0,CMV: Overpopulation (and climate change that comes along with it) is irreversible and going to kill us all.,"I don't think that climate change will kill every single human, but I think it'll destroy the beauty of the planet and many ecosystems... which could have disastrous consequences.",,,,
367,boou2f-enjmkcg-enisk7k-3,CMV: There is no policy worth worrying about until climate change is fixed,"If you have medical issues, aren't getting paid, are getting taxed out of the wazoo, etc., those all have a much more immediate effect on your life.",,,,
464,8t5hur-e15gcbw-e159e5f-47,CMV: A carbon tax will help fight climate change,"There's no apparent correlation between the two (if anything, they're anti-correlated because the price tends to fall when the economy goes down, and the economy getting worse means we make less stuff so release less CO2).",,,,
197,j9xaq0-g8mqqhr-g8md75s-5,"CMV: Human civilization is not going to last much longer, due to climate change and related crises",It seems to me the solutions are so complex and require so many changes throughout all of society that we are unlikely to get it together to prevent the worst.,,,,
411,p15b30-13,"CMV: Climate change activists (any entity that officially acknowledges and actively aims to inform/mitigate its effects) don't take climate change seriously enough. So we can't expect average people to react seriously as well. Basically, Greta is bad climate mascot","With a $200 billion budget for the EU alone, how the fuck couldn't we get a likeable phd or at least ms in climatology, atmospheric science, something climate related who's in their early 40s or 50s  that can act as an authority, that people can cite and look to for guidance on this.",,,,
115,m2r8jx-gqku1ap-gqku1ap-4,"CMV: Climate change is serious, damaging, but not apocalyptic.",So basically humans will be responsible for shoving the snowball down a mountain that causes an avalanche.,,,,
88,e9cpgn-4,CMV: Climate Change requires instant ban of any new fossil fuel projects being started,"But yet politicians aren't doing much to help climate change; Britain actually recently removed a bonus for driving electric vehicles, and especially with Brexit, climate change seems to be being ignored.",,,,
144,blfh5d-emp7pg5-emp6oo4-11,CMV: you can't have a serious plan to reverse climate change without nuclear energy being a central power source,"To be fair, purely renewable generation has similar problems to nuclear, and neither type of generation will be successful with the current setup of electricity markets, and there is a lot of debate about how to change this in the industry, even though it doesn't make it to the mainstream news.",,,,
294,paqlx8-5,CMV: Everyday people will have to make sacrifices/change their lifestyle for our society as a whole to combat climate change,I know that data shows individuals reducing their foot print does not have significant impact on climate change.,,,,
79,q6e7rm-29,"CMV: While it's not technically too late to mitigate climate change, the conditions required to do so are not going to happen in the time we have left. Most of humanity is going to die, whether through starvation or war.","Despite the attempts of the federal government, none of the solutions we currently have are cheaper than burning fossil fuels and it would take an unlikely miracle for that to change in the little time we have left.",,,,
58,an59pr-efqz73l-efqz73l-8,CMV: The most ethical course of action is to take very drastic measures to stop climate change,"We have seen enterprises change their products under government incentives in other situations, like factories changing their production during the Great Wars.",,,,
209,dldqdm-f4tgmbu-f4qv52m-2,CMV: The only moral thing our society can do on Climate Change is to act (globally) with an Apollo program-like spending to reduce GHG emissions as quickly as possible,"There are legislative actions that can be taken that will be highly impactful to fund Apollo like inI atives, but individual society members taking it on themselves to change their behavior also creates much faster, albeit smaller, impacts and consumer demand will affect supply, without the need for legislation, which (moral or not) can suffer delays because of the political process.",,,,
386,cj1uik-evcvmry-evavm63-6,CMV: Humanity can never cope with climate change and global warming and the oncoming disasters with them because humanity can never be united to work together and sort out the mess that is responsible for causing these disasters.,Falling prices for green energy couples with further development of carbon capture allow for the possibility of going carbon  negative.,,,,
475,hxxntu-fza2zvd-fz9vx0z-26,"CMV: If you truly believe that climate change is an existential threat but you still live like a first world citizen, you either selfishly don't think it will significantly affect you, or you are a hypocrite.",They are cost effective as long as all parties know it wont get shut down before the investment pays for itself.,,,,
245,qusgx7-7,CMV: Fearing the future effects of climate change is not a good excuse for not having kids,"Secondly, people say they'd feel guilty having kids because the average carbon footprint of a person over their lifetime.",,,,
54,e99ns3-faikn0f-fahdqbv-8,CMV: Greta Thunberg is not a productive force for the Climate Change cause,"She has persuaded leaders, from mayors to Presidents, to make commitments where they had previously fumbled: after she spoke to Parliament and demonstrated with the British environmental group Extinction Rebellion, the U.K. passed a law requiring that the country eliminate its carbon footprint.",,,,
278,ek2e4n-17,CMV: Avoiding a climate change apocalypse by 2050 is essentially impossible.,"I believe that one of the major reasons why there are still many climate skeptics today (aside from general corruption and selfishness) is that climate change is much more scientifically ""complicated"" compared to something more easily observable, such as a chemical reaction or gravity.",,,,
136,a0w0rw-eal84cb-eakw13j-11,CMV: Climate change deniers have as much science comprehension as Flat-Earthers,"So saying how climate change will doom earth while the next article is about how we will make Mars, a barren planet, habitable, just makes me skeptical.",,,,
256,b5yph1-23,CMV: More than 60% of people believe climate change is real. Yet they aren't willing to change their lifestyle over it. They are hypocrites.,"The problem right now isn't so much climate change deniers, but people who accept climate change to be a real problem but who aren't willing to live according to their ideals.",,,,
273,bd2zne-21,CMV: Nothing I can do will meaningfully contribute to ending climate change and pollution.,"I think this is rather despicable, really; rather than taking responsibility for the huge amount of plastic they manufacture with, they shift all blame to individuals like you or me.",,,,
321,muah4c-gv4vhtk-gv4vhtk-0,CMV: we will never tackle climate change without massively investing in nuclear energy,"!delta as I said on another comment, renewables are a viable alternative in some regions of the world.",,,,
264,d7m308-49,CMV: Individuals decreasing their emissions have little effect on climate change,Decreasing your CO2 emissions does not help since other people will just use the fossil fuels you do not use tragedy-of-the-commons style.,,,,
155,hxxntu-fzakolr-fza9791-6,"CMV: If you truly believe that climate change is an existential threat but you still live like a first world citizen, you either selfishly don't think it will significantly affect you, or you are a hypocrite.","Secondly, I had other people who were even worse off then me, family members and loved ones that had medical issues and also were impoverished and homeless.",,,,
422,cqmrbw-7,"CMV: We've reached, or very close to, the point of no return in terms of climate change and having a habitable world.","According to Francisco Sanchez-Bayo, a researcher at the University of Sydney, In 10 years we would lose a quarter of the global insect by biomass, half in 50 years, and 100% in 100 years.",,,,
358,ihd9vb-g31mj1x-g30o227-1,Cmv: Humans will not be made extinct by Climate Change,"This will cause the atmosphere to become a ""moist greenhouse"", resulting in a runaway evaporation of the oceans.",,,,
261,icsd8m-20,CMV: I believe that people who actively deny the problem of climate change are evil.,"I think people who deny climate change are evil and entirely unrelatable, and there's no point in talking to them.",,,,
147,8t5hur-e15gcbw-e159eda-27,CMV: A carbon tax will help fight climate change,I've argued they are just a revenue raising mechanism that doesn't change how much we pollute and that they punish the poor significantly --- both by giving us money for destroying developing nations and by directly taxing our own citizens that are less well off.,,,,
219,j7vw7u-28,CMV: Whether climate change is man-made or not is irrelevant.,"This is the same root issue as with social justice; poverty, systemic racism, rehabilitation, education, etc.; and so these two issues again go hand-in-hand.",,,,
435,boou2f-1,CMV: There is no policy worth worrying about until climate change is fixed,"Admittedly I'm left leaning and haven't done much research, but I see no reason I should vote for any party that doesn't pledge meaningful action against climate change, I don't care about any other policies.",,,,
425,det9iq-4,"CMV: ""Positive side of climate change facts, after two years of action, heading for 3 Celcius degree with 1.5 Celcius degree well within reach"" is wrong","Partly this is because I'm depressed, partly because that is an important part of my job, and partly because I keep seeing a pattern: ""Climate change is moving as predicted""; Observed reality indicates it is happening far worse than predicted; ""Trust the research, it's not as bad as you think""",,,,
156,hxxntu-fzakolr-fza9791-9,"CMV: If you truly believe that climate change is an existential threat but you still live like a first world citizen, you either selfishly don't think it will significantly affect you, or you are a hypocrite.","In addition to destroying the world with our pollution, we live in a society that does not provide for people's needs.",,,,
63,p7h645-24,CMV: Stopping Climate Change from Causing Human Extinction May Require the Developed World to Recolonize Large Parts the Developing World,"The only safe/responsible way to deploy nuclear plants in these regions would be if they were heavily, heavily guarded and managed by countries with the scientific experience to run them and the military might to protect them.",,,,
190,e99ns3-faielf7-fai041n-0,CMV: Greta Thunberg is not a productive force for the Climate Change cause,Her goal is not to change the minds of people that disagree with climate change.,,,,
341,f4gi9s-fhqpx3t-fhqj6lb-12,CMV: I don't totally trust the 97% Climate Change Consensus,"For example: this renowned Harvard scientist was funded by Exxon under a fake name, and claims in his work that climate change is caused by changes in orbital cycles.",,,,
430,jm5egb-2,CMV: Nuclear energy is a viable temporary solution to our climate change problem,"I know we definitely need better renewable energy solutions, but while we keep developing battery tech and all that, why don't we grow the type of energy we already have?",,,,
154,hxxntu-fzakolr-fza9791-1,"CMV: If you truly believe that climate change is an existential threat but you still live like a first world citizen, you either selfishly don't think it will significantly affect you, or you are a hypocrite.",I don't really want to waste my time giving you a heartfelt explanation about how I wrestled with these moral issues if you don't care because I am someone that does actually care.,,,,
161,d7m308-f1928hp-f156umm-9,CMV: Individuals decreasing their emissions have little effect on climate change,"But even if it were true that most believers believe rationally because of facts and such, it's obvious there's a huge number of people who aren't rational about this topic.",,,,
327,blfh5d-emp7pg5-emp6oo4-3,CMV: you can't have a serious plan to reverse climate change without nuclear energy being a central power source,Operational: Nuclear reactors cannot cycle off and on frequently and they can't ramp up and down quickly because of the way the technology works.,,,,
240,qj8zv5-2,CMV: People who fight for climate change are dishonest and are only looking for purpose,"Climate change has been a reality for millions of people throughout the history of mankind, it only had and has a different name.",,,,
397,r9tzu2-15,CMV: Climate change is a 'solved' issue and humanity and the economy will be just fine.,"The overall point is that within 5 to 10 years, the technology will be clearly there to economically transform the entire energy grid on the planet to renewable.",,,,
354,jm5egb-gatge83-gate54z-14,CMV: Nuclear energy is a viable temporary solution to our climate change problem,"There's more interest, talent and money spent on discovering and improving on renewable energy today.",,,,
184,b2l3vp-eitgf4q-eitdv9c-2,CMV: I was raised to believe man-made climate change is a myth,"The concern is that if change occurs too rapidly, what if the human race cannot adapt quickly enough to mitigate the impacts climate change may have e.g. on the distribution of resources that humanity is reliant on for survival.",,,,
24,qps0qw-hjxm12x-hjw76pu-13,"CMV: The current pushback on the traditional Climate Change narrative where people are pointing out that the vast majority of global carbon emissions are caused by large corporations, while true, is counterproductive buck-passing and is not an effective reaction or tactic to address climate change.","And that's a very good point, in the end it was the consumer change in habit that would have provoked the policy.",,,,
244,mwa4vd-26,CMV: Climate Change is the Most Pressing Issue of the Modern Day,"The long term effects of climate change are mass displacement of populations, irregular weather, like that we're already seeing (texas), mass heat waves and droughts, mass extinction of species, new pandemics occurring, an extreme loss in biodiversity, and eventually, mass human extinction, or at least mass deaths.",,,,
236,q6e7rm-51,"CMV: While it's not technically too late to mitigate climate change, the conditions required to do so are not going to happen in the time we have left. Most of humanity is going to die, whether through starvation or war.","The society we've created for ourselves just isn't built to handle a slow-boil crisis like this, and the time to change that was 50 years ago, not now.",,,,
335,d7m308-f1928hp-f1928hp-11,CMV: Individuals decreasing their emissions have little effect on climate change,"I still think energy efficiency, wind farms, switching to electric cars and other such investments are vastly inferior to investing in the development of cheap renewables and saving the rainforest, but the earlier might not be as close to useless as I thought.",,,,
176,bx9qvh-eq4sxze-eq4rijd-1,CMV: Climate change cannot end human civilization.,It is a rhetorical point and an extreme representation but I do think if the worst of climate change goes unaddressed then we are facing a severe crisis that threatens humanity.,,,,
226,t5ef90-4,CMV: Society will collapse in my lifetime due to climate change,"Seeing as I am only 16, it is only fair to say that within my life time, there is a nearly 100% chance that the global society will collapse at some point during my life.",,,,
169,a0w0rw-eakvquy-eakszrc-1,CMV: Climate change deniers have as much science comprehension as Flat-Earthers,"Climate change is something we've only had a reasonable understanding of for a couple of decades, the fact that the world is not flat was established by people with much worse tools and methodologies than we have today thousands of years ago.",,,,
33,muah4c-gv4vhtk-gv4u5ix-22,CMV: we will never tackle climate change without massively investing in nuclear energy,"While it may end up being a part, and I agree that it is definitely better than more carbon intensive options, as outlined above it both acts to counteract the building of new renewables as well as is increasingly unnecessary with the current state of technology.",,,,
91,bd2zne-30,CMV: Nothing I can do will meaningfully contribute to ending climate change and pollution.,"Voting is a good start to solve these issues--holding politicians accountable for keeping companies, corporations, and net carbon emissions in check--but I cannot yet vote, hence the title ""nothing I can do.""",,,,
295,paqlx8-15,CMV: Everyday people will have to make sacrifices/change their lifestyle for our society as a whole to combat climate change,but to actually decrease the pollution done by this industry people would need to cut down on consumption in conjunction with ending subsidies.,,,,
204,e99ns3-faikn0f-fahfhp3-7,CMV: Greta Thunberg is not a productive force for the Climate Change cause,Greta has at least convinced (I believe) some on the fence people to lean more heavily to the side of supporting climate change action.,,,,
489,an59pr-efqz73l-efqz73l-3,CMV: The most ethical course of action is to take very drastic measures to stop climate change,"For example, if a government is going to make it so that, through the ""carrot"", electric cars become the standard, then I can definitely see a big car manufacturer wanting to be the first to get in that market.",,,,
501,dklnz9-25,"CmV: The discussion should be about pollution, not climate change.","Avoiding the company, literally not doing anything, and if everyone gets on board: the company(s) will change, the plant that produces the packaging will lose sales and hopefully shutdown/switch to manufacturing something else less damaging.",,,,
5,p7h645-h9jw3si-h9jrpks-2,CMV: Stopping Climate Change from Causing Human Extinction May Require the Developed World to Recolonize Large Parts the Developing World,"As such, we don't need to force all developing countries to be carbon neutral as long as we can offset their emissions elsewhere somehow (e.g. through carbon capture technology).",,,,
283,ek2e4n-37,CMV: Avoiding a climate change apocalypse by 2050 is essentially impossible.,"And even furthermore are some people who believe something should be done but just ""leave it to the free market"" to solve the problem by letting everything run its course (because that's worked so well so far, right?).",,,,
451,an59pr-efr6yxf-efqwjrw-4,CMV: The most ethical course of action is to take very drastic measures to stop climate change,"However, wouldn't it be inherently unethical to deliberately permit an order where humanity will be culled into fitting in that 1% of habitable Earth surface?",,,,
247,e99ns3-7,CMV: Greta Thunberg is not a productive force for the Climate Change cause,"There are many skeptics out there who doubt the science and sincerity of climate change activists and for those who we deeply need on our side, Greta is in my opinion an incredibly counterproductive force.",,,,
470,d7m308-f1928hp-f156umm-39,CMV: Individuals decreasing their emissions have little effect on climate change,But there are lots of reserves that are profitable only if global demand remains high.,,,,
289,b65ulf-8,CMV: Having children is not a good solution to climate change.,"Senator Lee's argument that a larger population will lead to more innovation is a weak one, because the overwhelming majority of people don't work in the scientific and technological fields that might produce more technological solutions to climate change.",,,,
288,bx9qvh-0,CMV: Climate change cannot end human civilization.,"Life on earth has survived many cycles of climate change far more severe, with higher atmospheric carbon, than the worst predictions.",,,,
488,an59pr-efqz73l-efqz73l-2,CMV: The most ethical course of action is to take very drastic measures to stop climate change,As you say here: Because it gives them an opportunity to get the lion's share of the new market.,,,,
468,cqmrbw-ewyw1h0-ewyw1h0-3,"CMV: We've reached, or very close to, the point of no return in terms of climate change and having a habitable world.",However this cost of reaching IPCC's goal would be a huge issue in today's economy.,,,,
110,j7vw7u-g879qwu-g8799h5-1,CMV: Whether climate change is man-made or not is irrelevant.,"""It's not man made, therefore it's not a problem"" is a very convincing argument for people who have a 'just world/personal responsibility' worldview.",,,,
287,dfz39r-28,CMV: Every proposed solution to climate change has been a complete waste of time,There would be no reason police auto manufacturers and electrical grids to try to reduce usage because the increase in prices would naturally push individuals and industry toward limiting their own usage.,,,,
246,e99ns3-2,CMV: Greta Thunberg is not a productive force for the Climate Change cause,"Climate change is real, the jury is in, and we are far behind where we should be with transforming our energy systems and consumer habits.",,,,
20,muah4c-gv4terz-gv4terz-1,CMV: we will never tackle climate change without massively investing in nuclear energy,"Maybe some countries in northern Africa can rely only on solar energy, but I'm still convinced the global part of nuclear needs to go up to replace coal first then fuel/gas.",,,,
378,lcge08-glzppa0-glzoxl9-5,CMV: the fight against climate change will be impossible because of compromises.,"Also, [flying isn't much worse emissions wise per person per distance traveled then other methods like driving alone.] Renewables continue to improve, and as batteries improve (lithium ion batteries are expected to half in price in the next decade, and there could be other innovations like graphene batteries that become more mainstream), energy will be able to be stored to always keep up with the demand.",,,,
186,b2l3vp-eitgf4q-eitdv9c-4,CMV: I was raised to believe man-made climate change is a myth,"The implications extend beyond food and water resources, as our whole global society is based on predictable and safe means of mobility, if that changes, who knows what is ahead of us.",,,,
56,dldqdm-f4tgmbu-f4tgmbu-0,CMV: The only moral thing our society can do on Climate Change is to act (globally) with an Apollo program-like spending to reduce GHG emissions as quickly as possible,"It does not really change my view on how urgent the matter is or how drastic measure should be taken, but indeed you have a valid point that the phrasing of the statement 'only moral thing' is inaccurate.",,,,
108,dywo3t-f841hin-f83zxl6-41,CMV: it's unfair for a burden to be placed on everyday people to address climate change,"Ultimately, the burden of fixing climate change must fall on the consumer because they are entirely responsible for causing climate change in the first place.",,,,
313,a0w0rw-eal84cb-eakw13j-10,CMV: Climate change deniers have as much science comprehension as Flat-Earthers,They are just not economically viable yet...   Not to mention that every space agency is researching how to Terra form planets.,,,,
458,qps0qw-hjxm12x-hjw3l2e-2,"CMV: The current pushback on the traditional Climate Change narrative where people are pointing out that the vast majority of global carbon emissions are caused by large corporations, while true, is counterproductive buck-passing and is not an effective reaction or tactic to address climate change.","I think my view of corporations remains the same, but I can see your point about the gradual change of public attitude eventually amounting to political pressure.",,,,
143,blfh5d-emp7pg5-emp6oo4-6,CMV: you can't have a serious plan to reverse climate change without nuclear energy being a central power source,"So operationally you could easily get a grid that is half nuclear without problems or doing anything fancy, but past that you need to have more flexible generation.",,,,
230,lcge08-26,CMV: the fight against climate change will be impossible because of compromises.,"There are the people whose lifestyle require a lot of protein, people recovering from eating disorders (they can't have a diet that is too restrictive), autistic people who only eat a very specific diet (and they are often repulsed by vegetables), people who simply can't give up meat because they like it too much, among other groups who can't go vegan.",,,,
128,qps0qw-hjxm12x-hjw76pu-22,"CMV: The current pushback on the traditional Climate Change narrative where people are pointing out that the vast majority of global carbon emissions are caused by large corporations, while true, is counterproductive buck-passing and is not an effective reaction or tactic to address climate change.","Secondly, this view point over value consumer habit over policies, because it ignore the fact that both are influenced by public opinion and often works in symbiosis.",,,,
152,e99ns3-faiggcd-fahej7p-4,CMV: Greta Thunberg is not a productive force for the Climate Change cause,"The people who do not believe climate change is an issue will not be swayed by one arrogant kid, but they might be swayed by thousands or millions of people around the world protesting.",,,,
490,dfz39r-f376lmt-f370e1k-5,CMV: Every proposed solution to climate change has been a complete waste of time,An increase in price will mean they build more pumps because oil fields that were previously unprofitable suddenly become profitable.,,,,
514,f7u4jw-3,CMV: There is no viable free market solution to climate change,"If there is drastic change that fundamentally, and systematically shuts down certain types of businesses, and revenue streams the markets tend to go into free fall and crash.",,,,
45,hxxntu-fza2zvd-fz9vx0z-15,"CMV: If you truly believe that climate change is an existential threat but you still live like a first world citizen, you either selfishly don't think it will significantly affect you, or you are a hypocrite.","It's not expensive (literally only 10s of billions annually), compared to other options and it's also not permanent if it begins to cause problems in specific areas.",,,,
78,q6e7rm-12,"CMV: While it's not technically too late to mitigate climate change, the conditions required to do so are not going to happen in the time we have left. Most of humanity is going to die, whether through starvation or war.","The terrifying thing about our lack of political action on climate change isn't that politicians are ignoring the will of the people, it's that the status quo is the will of the people.",,,,
305,jevglz-g9gqvwv-g9gmgp1-3,CMV: Because of long term health effects tied to climate change the GND is a necessary policy.,"I agree that we need to invest more on renewables, but the GND sets some very lofty goals about reducing emissions that are impossible to meet.",,,,
329,dklnz9-f4iry3b-f4igsfh-10,"CmV: The discussion should be about pollution, not climate change.",Sun activity being the cause of current climate change has been widely debunked by the scientific community for decades.,,,,
285,ek2e4n-59,CMV: Avoiding a climate change apocalypse by 2050 is essentially impossible.,"There is a realistic way to convince and motivate a significant portion of the populace to take action on climate change, or that the amount of people already engaging in action is enough.",,,,
163,det9iq-f2zc1od-f2zc1od-4,"CMV: ""Positive side of climate change facts, after two years of action, heading for 3 Celcius degree with 1.5 Celcius degree well within reach"" is wrong","Be that as it may, what I particularly like about that article is this paragraph: The New York magazine article paints an overly bleak picture, arguing that climate change could render the Earth uninhabitable by the end of this century.",,,,
387,cj1uik-evcvmry-evavm63-7,CMV: Humanity can never cope with climate change and global warming and the oncoming disasters with them because humanity can never be united to work together and sort out the mess that is responsible for causing these disasters.,"We currently have the technology to [extract carbon dioxide from the atmosphere] and fix it into solid structures, such as rock.",,,,
366,hxxntu-fza2zvd-fza2zvd-2,"CMV: If you truly believe that climate change is an existential threat but you still live like a first world citizen, you either selfishly don't think it will significantly affect you, or you are a hypocrite.","People who are willing to reduce their co2 emissions will likely be more willing to embrace new technology, and make certain sacrifices to ensure that such new technologies grow.",,,,
506,bd2zne-31,CMV: Nothing I can do will meaningfully contribute to ending climate change and pollution.,"Overall, though, I think the solution isn't for us to take responsibility, but for those with power to hold corporations and companies responsible.",,,,
171,ek2e4n-fd5c3re-fd5c3re-0,CMV: Avoiding a climate change apocalypse by 2050 is essentially impossible.,"I realized that, to some degree, I have been conflating the the apocalyptic consequences with hitting the threshold under which feedback loops will make climate change much more difficult to fight.",,,,
160,d7m308-f1928hp-f156umm-3,CMV: Individuals decreasing their emissions have little effect on climate change,"I love talking with people about science, and my informal polling on the matter is that most people who believe in global warming do so because of political reasons, not scientific ones.",,,,
133,qj8zv5-hioth0v-hiolsm7-0,CMV: People who fight for climate change are dishonest and are only looking for purpose,"When people fight against climate change, they're talking about fighting against human caused climate change, not natural fluctuations in temp due to natural phenomena.",,,,
250,blfh5d-7,CMV: you can't have a serious plan to reverse climate change without nuclear energy being a central power source,"Nuclear energy doesn't even release the most amount of radiation of any power source (that would be coal ash, which emits 1.9 mrem per plant per year); Issues that people cite as evidence of how ""dirty"" or ""dangerous"" nuclear energy is are components of outdated technology.",,,,
371,b2l3vp-eitgf4q-eitgf4q-1,CMV: I was raised to believe man-made climate change is a myth,I understand now the scientific consensus regarding the concern about climate change being man made in addition to natural climate cycles.,,,,
106,dywo3t-f841hin-f83zxl6-22,CMV: it's unfair for a burden to be placed on everyday people to address climate change,We can also ban consumers from buying oil and there will be no more climate change.,,,,
444,bbxyr7-46,CMV: Tunnel vision on dispersed energy sources like solar and wind resulted in complete impotency in adressing the issue of emission-driven Climate Change.,"Otherwise all I get as proof that ""renewables are getting there"" are cheap photoshopped graphs from suspicious sources that by some magical logic are supposed to prove a point by predicting the future, without ever actually describing the technology itself.",,,,
74,68tm40-4,CMV: Jailing climate change skeptics violates the right to free speech.,I think anyone who has a cursory acquaintance with the concept can see that jailing climate change deniers would be a violation of the right to free speech.,,,,
348,5re4lh-dd6ydle-dd6l6zg-18,"CMV: Even if climate change is not real or man-caused, all of the acts being recommended to counter it should happen anyway.",Switching to renewables will increase the amount of money you need to spend on energy.,,,,
124,q6e7rm-hgbn6py-hgbmnwe-0,"CMV: While it's not technically too late to mitigate climate change, the conditions required to do so are not going to happen in the time we have left. Most of humanity is going to die, whether through starvation or war.","There are constant changes in people's lives, there have been millions upon millions of changes in people's lives due to the internet alone - the entirety of it in my lifetime - yet no one is angry at it.",,,,
77,q6e7rm-11,"CMV: While it's not technically too late to mitigate climate change, the conditions required to do so are not going to happen in the time we have left. Most of humanity is going to die, whether through starvation or war.","Leftists take this as proof that collective and not individual action is needed, but the ""[100 companies] responsible for the majority of emissions are mostly fossil fuel companies, and if people don't want to pay more for products to fight climate change, why would they support regulations that would result in higher electrical bills, more expensive gasoline and increased prices for products across the board?",,,,
96,ek2e4n-61,CMV: Avoiding a climate change apocalypse by 2050 is essentially impossible.,"The state of businesses and government may change enough in the near future to transform industries, or that this is already happening.",,,,
168,5re4lh-dd6ydle-dd6mfre-10,"CMV: Even if climate change is not real or man-caused, all of the acts being recommended to counter it should happen anyway.","If Congress had to choose between authorizing $100million for healthcare or renewable energy, then that would be a choice to make and each member would have to vote which way they felt best.",,,,
374,bbxyr7-ekn9gx5-ekn9gx5-22,CMV: Tunnel vision on dispersed energy sources like solar and wind resulted in complete impotency in adressing the issue of emission-driven Climate Change.,"Particularly when you understand the rules of engagement with this potentially dangerous technology: and we thankfully do have a pretty good idea at this point, and the understanding that nuclear power has to be treated with cautious respect.",,,,
507,jm5egb-5,CMV: Nuclear energy is a viable temporary solution to our climate change problem,"It seems to me that, at least right now, the materials and investment needed to build the big batteries needed to go completely without fossil fuels and nuclear energy are better spent in the transportation sector.",,,,
117,odc0e9-h4062z8-h3zzwmb-0,CMV: Worrying about climate change is a waste of emotional energy,If we can't worry about an existential threat that could potentially destroy society as we know it.,,,,
441,bbxyr7-10,CMV: Tunnel vision on dispersed energy sources like solar and wind resulted in complete impotency in adressing the issue of emission-driven Climate Change.,ENERGY STORAGE #1 Leads to renewables' complete impotency without an energy storage solution of which the most viable option seem to be building giant hydroelectric dams/devices in every city around the world.,,,,
3,g0tkib-fnbs4wi-fnbpqm9-7,"CMV: There is absolutely no conflict between being conservative and being against climate change, and the Republican party needs to fight climate change if it is to survive.","This primes conservatives to reject the idea that climate change is happening and that it could be harmful, because they when disasters of this type _do_ happen, they are due to the will of God and not climate change.",,,,
14,l9ssyl-glk957j-glk957j-8,"CMV: The Green New Deal distracts from climate change, by tying climate change to left-leaning policy/rhetoric. The bill seems designed to raise republican opposition, and is a disappointment/insulting for people who believe that climate change is the #1 issue of our lifetime.","I guess my broader question is, if the goals of the democratic party are to tackle historic issues, like systemic racism, climate change, etc...",,,,
